question_id,method,answerable,ground_truth,final_answer,refused,cited_chunks,latency_ms,cost_usd,is_correct,has_unsupported_claims,refusal_appropriate,notes,judge_latency_ms,judge_cost_usd
q035,rag,True,paired t-test with alpha 0.05,- (article_methods | lines 5-8) - Sensors were placed at 1.5 meters above ground.,False,"[{""quote"": ""- Sensors were placed at 1.5 meters above ground.\n- Data were logged every 10 minutes.\n- Control sites had less than 5% canopy cover.\n- Statistical analysis used a paired t-test with alpha 0.05."", ""doc_id"": ""article_methods"", ""offset"": ""lines 5-8""}, {""quote"": ""- A 2022 field study measured surface temperature in three districts.\n- Increasing canopy cover by 20% reduced peak surface temperature by 3.5 C.\n- The study used thermal imaging at 2 pm during summer months.\n- The authors recommend planting native broadleaf species."", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q036,keyword,True,2.1 C,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,[],0.0,0.0,True,False,False,mock-judge,0.0,0.0
q036,naive_gpt,True,2.1 C,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q036,rag,True,2.1 C,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,"[{""quote"": ""- High-albedo pavement reduced surface temperature by 2.1 C.\n- Dark asphalt increased surface temperature by 1.8 C relative to control.\n- The effect was strongest on clear-sky days.\n- Reflectivity was measured with a portable spectrometer."", ""doc_id"": ""article_findings"", ""offset"": ""lines 5-8""}, {""quote"": ""- A 2022 field study measured surface temperature in three districts.\n- Increasing canopy cover by 20% reduced peak surface temperature by 3.5 C.\n- The study used thermal imaging at 2 pm during summer months.\n- The authors recommend planting native broadleaf species."", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 5-8""}]",0.0,0.0,True,False,False,mock-judge,0.0,0.0
q037,keyword,True,increased by 1.8 C,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q037,naive_gpt,True,increased by 1.8 C,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q037,rag,True,increased by 1.8 C,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,"[{""quote"": ""- High-albedo pavement reduced surface temperature by 2.1 C.\n- Dark asphalt increased surface temperature by 1.8 C relative to control.\n- The effect was strongest on clear-sky days.\n- Reflectivity was measured with a portable spectrometer."", ""doc_id"": ""article_findings"", ""offset"": ""lines 5-8""}, {""quote"": ""- A 2022 field study measured surface temperature in three districts.\n- Increasing canopy cover by 20% reduced peak surface temperature by 3.5 C.\n- The study used thermal imaging at 2 pm during summer months.\n- The authors recommend planting native broadleaf species."", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q038,keyword,True,portable spectrometer,- (article_findings | lines 3-3) Title: Materials and Reflectivity,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q038,naive_gpt,True,portable spectrometer,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q038,rag,True,portable spectrometer,- (article_findings | lines 3-3) Title: Materials and Reflectivity,False,"[{""quote"": ""Title: Materials and Reflectivity"", ""doc_id"": ""article_findings"", ""offset"": ""lines 3-3""}, {""quote"": ""- High-albedo pavement reduced surface temperature by 2.1 C.\n- Dark asphalt increased surface temperature by 1.8 C relative to control.\n- The effect was strongest on clear-sky days.\n- Reflectivity was measured with a portable spectrometer."", ""doc_id"": ""article_findings"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q039,keyword,True,The study did not measure nighttime temperatures,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q039,naive_gpt,True,The study did not measure nighttime temperatures,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q039,rag,True,The study did not measure nighttime temperatures,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,"[{""quote"": ""- The sample size was limited to three districts.\n- Results may not generalize to coastal climates.\n- The study did not measure nighttime temperatures.\n- Further research is needed on humidity effects."", ""doc_id"": ""article_limitations"", ""offset"": ""lines 5-8""}, {""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q040,keyword,True,zoning incentives for canopy cover,- (article_abstract | lines 1-1) # Article: Urban Heat Islands Abstract,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q040,naive_gpt,True,zoning incentives for canopy cover,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q040,rag,True,zoning incentives for canopy cover,- (article_abstract | lines 1-1) # Article: Urban Heat Islands Abstract,False,"[{""quote"": ""# Article: Urban Heat Islands Abstract"", ""doc_id"": ""article_abstract"", ""offset"": ""lines 1-1""}, {""quote"": ""# Policy: Travel"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 1-1""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q041,keyword,False,,- (policy_travel | lines 3-3) Company: Northwind Analytics,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q041,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q041,rag,False,,- (policy_travel | lines 3-3) Company: Northwind Analytics,False,"[{""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 3-3""}, {""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_security"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q042,keyword,False,,- (policy_travel | lines 1-1) # Policy: Travel,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q042,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q042,rag,False,,- (policy_travel | lines 1-1) # Policy: Travel,False,"[{""quote"": ""# Policy: Travel"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 1-1""}, {""quote"": ""- Domestic flights must be economy class.\n- International flights over 8 hours may be premium economy.\n- Use the corporate card for lodging; nightly hotel cap is $210.\n- Ground transport should prioritize public transit when practical."", ""doc_id"": ""policy_travel"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q043,keyword,False,,- (policy_travel | lines 3-3) Company: Northwind Analytics,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q043,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q043,rag,False,,- (policy_travel | lines 3-3) Company: Northwind Analytics,False,"[{""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 3-3""}, {""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_security"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q044,keyword,False,,- (policy_pto | lines 5-8) - Full-time employees accrue 1.5 days of PTO per month.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q044,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q044,rag,False,,- (policy_pto | lines 5-8) - Full-time employees accrue 1.5 days of PTO per month.,False,"[{""quote"": ""- Full-time employees accrue 1.5 days of PTO per month.\n- PTO can be carried over up to 10 days into the next calendar year.\n- PTO requests must be submitted at least 5 business days in advance.\n- Managers must respond within 2 business days."", ""doc_id"": ""policy_pto"", ""offset"": ""lines 5-8""}, {""quote"": ""- Meals are reimbursed up to $55 per day with receipts.\n- Mileage reimbursement is $0.52 per mile.\n- Office supplies under $50 do not require pre-approval.\n- Expense reports are due within 10 days of travel completion."", ""doc_id"": ""policy_expenses"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q045,keyword,False,,- (policy_remote | lines 1-1) # Policy: Remote Work,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q045,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q045,rag,False,,- (policy_remote | lines 1-1) # Policy: Remote Work,False,"[{""quote"": ""# Policy: Remote Work"", ""doc_id"": ""policy_remote"", ""offset"": ""lines 1-1""}, {""quote"": ""- Employees may work remotely up to 3 days per week.\n- Core collaboration hours are 10:00-15:00 local time.\n- A stable internet connection of 25 Mbps down is required.\n- Remote work is not permitted outside the employee's country of employment."", ""doc_id"": ""policy_remote"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q046,keyword,False,,- (manual_setup | lines 3-3) Model: AX-200,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q046,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q046,rag,False,,- (manual_setup | lines 3-3) Model: AX-200,False,"[{""quote"": ""Model: AX-200"", ""doc_id"": ""manual_setup"", ""offset"": ""lines 3-3""}, {""quote"": ""Model: AX-200"", ""doc_id"": ""manual_router"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q047,keyword,False,,- (manual_setup | lines 3-3) Model: AX-200,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q047,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q047,rag,False,,- (manual_setup | lines 3-3) Model: AX-200,False,"[{""quote"": ""Model: AX-200"", ""doc_id"": ""manual_setup"", ""offset"": ""lines 3-3""}, {""quote"": ""Model: AX-200"", ""doc_id"": ""manual_router"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q048,keyword,False,,- (manual_setup | lines 3-3) Model: AX-200,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q048,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q048,rag,False,,- (manual_setup | lines 3-3) Model: AX-200,False,"[{""quote"": ""Model: AX-200"", ""doc_id"": ""manual_setup"", ""offset"": ""lines 3-3""}, {""quote"": ""Model: AX-200"", ""doc_id"": ""manual_router"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q049,keyword,False,,- (manual_setup | lines 3-3) Model: AX-200,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q049,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q049,rag,False,,- (manual_setup | lines 3-3) Model: AX-200,False,"[{""quote"": ""Model: AX-200"", ""doc_id"": ""manual_setup"", ""offset"": ""lines 3-3""}, {""quote"": ""Model: AX-200"", ""doc_id"": ""manual_router"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q050,keyword,False,,- (manual_sensor | lines 1-1) # Product Manual: AetherX Sensor,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q050,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q050,rag,False,,- (manual_sensor | lines 1-1) # Product Manual: AetherX Sensor,False,"[{""quote"": ""# Product Manual: AetherX Sensor"", ""doc_id"": ""manual_sensor"", ""offset"": ""lines 1-1""}, {""quote"": ""Model: AS-10"", ""doc_id"": ""manual_sensor"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q051,keyword,False,,- (manual_hub | lines 3-3) Model: AH-5,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q051,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q051,rag,False,,- (manual_hub | lines 3-3) Model: AH-5,False,"[{""quote"": ""Model: AH-5"", ""doc_id"": ""manual_hub"", ""offset"": ""lines 3-3""}, {""quote"": ""# Product Manual: AetherX Hub"", ""doc_id"": ""manual_hub"", ""offset"": ""lines 1-1""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q052,keyword,False,,- (manual_sensor | lines 1-1) # Product Manual: AetherX Sensor,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q052,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q052,rag,False,,- (manual_sensor | lines 1-1) # Product Manual: AetherX Sensor,False,"[{""quote"": ""# Product Manual: AetherX Sensor"", ""doc_id"": ""manual_sensor"", ""offset"": ""lines 1-1""}, {""quote"": ""Model: AS-10"", ""doc_id"": ""manual_sensor"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q053,keyword,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q053,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q053,rag,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,"[{""quote"": ""- The sample size was limited to three districts.\n- Results may not generalize to coastal climates.\n- The study did not measure nighttime temperatures.\n- Further research is needed on humidity effects."", ""doc_id"": ""article_limitations"", ""offset"": ""lines 5-8""}, {""quote"": ""Title: Study Constraints"", ""doc_id"": ""article_limitations"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q054,keyword,False,,- (article_heat_islands | lines 1-1) # Article: Urban Heat Islands Study,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q054,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q054,rag,False,,- (article_heat_islands | lines 1-1) # Article: Urban Heat Islands Study,False,"[{""quote"": ""# Article: Urban Heat Islands Study"", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 1-1""}, {""quote"": ""- The sample size was limited to three districts.\n- Results may not generalize to coastal climates.\n- The study did not measure nighttime temperatures.\n- Further research is needed on humidity effects."", ""doc_id"": ""article_limitations"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q055,keyword,False,,- (article_limitations | lines 3-3) Title: Study Constraints,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q055,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q055,rag,False,,- (article_limitations | lines 3-3) Title: Study Constraints,False,"[{""quote"": ""Title: Study Constraints"", ""doc_id"": ""article_limitations"", ""offset"": ""lines 3-3""}, {""quote"": ""- A 2022 field study measured surface temperature in three districts.\n- Increasing canopy cover by 20% reduced peak surface temperature by 3.5 C.\n- The study used thermal imaging at 2 pm during summer months.\n- The authors recommend planting native broadleaf species."", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q056,keyword,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q056,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q056,rag,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,"[{""quote"": ""- The sample size was limited to three districts.\n- Results may not generalize to coastal climates.\n- The study did not measure nighttime temperatures.\n- Further research is needed on humidity effects."", ""doc_id"": ""article_limitations"", ""offset"": ""lines 5-8""}, {""quote"": ""Company: Northwind Analytics"", ""doc_id"": ""policy_travel"", ""offset"": ""lines 3-3""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q057,keyword,False,,- (article_limitations | lines 3-3) Title: Study Constraints,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q057,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q057,rag,False,,- (article_limitations | lines 3-3) Title: Study Constraints,False,"[{""quote"": ""Title: Study Constraints"", ""doc_id"": ""article_limitations"", ""offset"": ""lines 3-3""}, {""quote"": ""# Article: Urban Heat Islands Study"", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 1-1""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q058,keyword,False,,- (article_heat_islands | lines 1-1) # Article: Urban Heat Islands Study,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q058,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q058,rag,False,,- (article_heat_islands | lines 1-1) # Article: Urban Heat Islands Study,False,"[{""quote"": ""# Article: Urban Heat Islands Study"", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 1-1""}, {""quote"": ""# Article: Urban Heat Islands Findings"", ""doc_id"": ""article_findings"", ""offset"": ""lines 1-1""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q059,keyword,False,,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q059,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q059,rag,False,,- (article_findings | lines 5-8) - High-albedo pavement reduced surface temperature by 2.1 C.,False,"[{""quote"": ""- High-albedo pavement reduced surface temperature by 2.1 C.\n- Dark asphalt increased surface temperature by 1.8 C relative to control.\n- The effect was strongest on clear-sky days.\n- Reflectivity was measured with a portable spectrometer."", ""doc_id"": ""article_findings"", ""offset"": ""lines 5-8""}, {""quote"": ""- A 2022 field study measured surface temperature in three districts.\n- Increasing canopy cover by 20% reduced peak surface temperature by 3.5 C.\n- The study used thermal imaging at 2 pm during summer months.\n- The authors recommend planting native broadleaf species."", ""doc_id"": ""article_heat_islands"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
q060,keyword,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q060,naive_gpt,False,,Mock answer generated without evidence.,False,[],0.0,0.0,False,True,False,mock-judge,0.0,0.0
q060,rag,False,,- (article_limitations | lines 5-8) - The sample size was limited to three districts.,False,"[{""quote"": ""- The sample size was limited to three districts.\n- Results may not generalize to coastal climates.\n- The study did not measure nighttime temperatures.\n- Further research is needed on humidity effects."", ""doc_id"": ""article_limitations"", ""offset"": ""lines 5-8""}, {""quote"": ""- Urban heat islands are driven by land cover and material properties.\n- This study combines field measurements with remote sensing.\n- Policy implications include zoning incentives for canopy cover.\n- The dataset is available upon request from the authors."", ""doc_id"": ""article_abstract"", ""offset"": ""lines 5-8""}]",0.0,0.0,False,True,False,mock-judge,0.0,0.0
